word	frequency	rank
Лист	3	1708
первого	3	1709
поколений	3	1710
Венеция	3	1711
Иди	3	1712
мерил	3	1713
столь	3	1714
смейся	3	1715
Уголь	3	1716
голод	3	1717
страны	3	1718
выпуска	3	1719
соды	3	1720
лабиринт	3	1721
морока	3	1722
человека	3	1723
История	3	1724
растут	3	1725
слой	3	1726
флот	3	1727
денег	3	1728
былей	3	1729
Голуби	3	1730
жилы	3	1731
новизна	3	1732
смотрят	3	1733
крыльца	3	1734
осади	3	1735
ветвь	3	1736
Листвы	3	1737
Огнем	3	1738
Жизни	3	1739
жажды	3	1740
Прошу	3	1741
Пускай	3	1742
Событья	3	1743
эфире	3	1744
горло	3	1745
месть	3	1746
успех	3	1747
гасли	3	1748
снасти	3	1749
кличет	3	1750
квартиру	3	1751
тысячу	3	1752
петухи	3	1753
раздолье	3	1754
росой	3	1755
поцелуях	3	1756
концу	3	1757
дробью	3	1758
ушами	3	1759
говорит	3	1760
Пушкин	3	1761
дам	3	1762
каплях	3	1763
волосах	3	1764
холодных	3	1765
родины	3	1766
думаешь	3	1767
колонн	3	1768
печалью	3	1769
длится	3	1770
несся	3	1771
пел	3	1772
вопли	3	1773
малины	3	1774
темный	3	1775
птицам	3	1776
стороне	3	1777
листы	3	1778
тротуарах	3	1779
стеклом	3	1780
Зимой	3	1781
столом	3	1782
толки	3	1783
кашне	3	1784
лежит	3	1785
похвалы	3	1786
пустыни	3	1787
обстрел	3	1788
Смеркается	3	1789
равнину	3	1790
Пожаром	3	1791
бешенство	3	1792
сизый	3	1793
повести	3	1794
бронзу	3	1795
колет	3	1796
долг	3	1797
стихии	3	1798
ниткой	3	1799
вкус	3	1800
покое	3	1801
Песком	3	1802
парке	3	1803
повсюду	3	1804
разливе	3	1805
магнит	3	1806
Волненье	3	1807
мая	3	1808
баррикад	3	1809
звезда	3	1810
дичь	3	1811
цветник	3	1812
Мело	3	1813
Пить	3	1814
Целый	3	1815
паутиной	3	1816
Какое	3	1817
дожди	3	1818
сносить	3	1819
музыка	3	1820
скал	3	1821
пил	3	1822
чад	3	1823
окрик	3	1824
рой	3	1825
мгновенно	3	1826
губах	3	1827
игрой	3	1828
альт	3	1829
Огюстен	3	1830
руке	3	1831
отблеск	3	1832
окунал	3	1833
покойник	3	1834
кистях	3	1835
змеи	3	1836
рвал	3	1837
смотрел	3	1838
сны	3	1839
часу	3	1840
ландшафта	3	1841
рухнет	3	1842
свидетель	3	1843
тьмою	3	1844
углу	3	1845
флаги	3	1846
бессонницей	3	1847
шелк	3	1848
пьяной	3	1849
автор	3	1850
бег	3	1851
Свист	3	1852
обоих	3	1853
Друг	3	1854
кончается	3	1855
вела	3	1856
таял	3	1857
жребий	3	1858
громко	3	1859
второго	3	1860
Снится	3	1861
шестого	3	1862
колокольни	3	1863
плиты	3	1864
Пять	3	1865
суши	3	1866
бреши	3	1867
нив	3	1868
живо	3	1869
миру	3	1870
смятеньи	3	1871
союз	3	1872
смолк	3	1873
Мгновенный	3	1874
охватив	3	1875
дышать	3	1876
Вскричал	3	1877
суку	3	1878
зыби	3	1879
упав	3	1880
рвалась	3	1881
груду	3	1882
пасть	3	1883
темь	3	1884
казни	3	1885
траур	3	1886
ресницы	3	1887
терпи	3	1888
преданья	3	1889
ливни	3	1890
синеве	3	1891
Смотри	3	1892
стой	3	1893
проходят	3	1894
книгой	3	1895
прекрасна	3	1896
шторы	3	1897
Пруды	3	1898
Трах	3	1899
обаянье	3	1900
сказал	3	1901
паре	3	1902
баррикады	3	1903
наденут	3	1904
перья	3	1905
писем	3	1906
славу	3	1907
стыда	3	1908
Памяти	3	1909
Вечерний	3	1910
Лучше	3	1911
диск	3	1912
Конец	3	1913
уснуть	3	1914
вином	3	1915
улыбкой	3	1916
шуток	3	1917
взглядов	3	1918
каторжан	3	1919
белок	3	1920
брали	3	1921
галок	3	1922
Прости	3	1923
трав	3	1924
рога	3	1925
фонарем	3	1926
малость	3	1927
кобулет	3	1928
черемух	3	1929
висел	3	1930
рассветом	3	1931
жаль	3	1932
рту	3	1933
горькой	3	1934
старших	3	1935
изгиб	3	1936
тучей	3	1937
Летели	3	1938
Достигает	3	1939
захода	3	1940
рам	3	1941
часов	3	1942
сука	3	1943
штиль	3	1944
былью	3	1945
Души	3	1946
лугу	3	1947
пояса	3	1948
пихт	3	1949
воском	3	1950
клад	3	1951
вечный	3	1952
тепло	3	1953
близость	3	1954
тишины	3	1955
нескольких	3	1956
гибели	3	1957
старым	3	1958
пахла	3	1959
вещь	3	1960
догадок	3	1961
прохода	3	1962
гости	3	1963
Постепенно	3	1964
Широко	3	1965
отъездом	3	1966
коре	3	1967
радугой	3	1968
тормошится	3	1969
шубы	3	1970
ветви	3	1971
Раскинулись	3	1972
четверть	3	1973
загадкой	3	1974
заметней	3	1975
упаду	3	1976
ударом	3	1977
руда	3	1978
стужу	3	1979
сноп	3	1980
Белой	3	1981
клал	3	1982
детворы	3	1983
войне	3	1984
мотив	3	1985
мебель	3	1986
точка	3	1987
война	3	1988
другую	3	1989
фонаря	3	1990
бьющей	3	1991
жутко	3	1992
Жаль	3	1993
Второе	3	1994
рюмке	3	1995
господа	3	1996
Лошадь	3	1997
яблоки	3	1998
фартук	3	1999
схватки	3	2000
мертвый	3	2001
Чтенье	3	2002
будущем	3	2003
кручи	3	2004
поводья	3	2005
Впустите	3	2006
фонд	3	2007
новизне	3	2008
разбега	3	2009
художник	3	2010
треплет	3	2011
пропал	3	2012
теле	3	2013
чердаке	3	2014
Подносит	3	2015
кулак	3	2016
челом	3	2017
ковры	3	2018
хлопьями	3	2019
наперечет	3	2020
вздрагивал	3	2021
буфера	3	2022
закон	3	2023
мяч	3	2024
бухты	3	2025
брошенный	3	2026
разиня	3	2027
ветка	3	2028
Лицо	3	2029
белье	3	2030
силу	3	2031
сына	3	2032
хлопьях	3	2033
матери	3	2034
тучу	3	2035
флотом	3	2036
мука	3	2037
заводи	3	2038
мги	3	2039
бежать	3	2040
янтарь	3	2041
звезде	3	2042
улыбкою	3	2043
арене	3	2044
тронул	3	2045
Сливается	3	2046
Давай	3	2047
Пролеты	3	2048
тоске	3	2049
Сон	3	2050
родстве	3	2051
гари	3	2052
лунной	3	2053
войска	3	2054
таянье	3	2055
сонной	3	2056
Двери	3	2057
ревность	3	2058
коленкор	3	2059
Вбегает	3	2060
Стой	3	2061
слепит	3	2062
смешон	3	2063
пляшет	3	2064
астр	3	2065
лавки	3	2066
треск	3	2067
халате	3	2068
Лесное	3	2069
уме	3	2070
каланча	3	2071
женат	3	2072
паром	3	2073
тянутся	3	2074
Толпою	3	2075
кашу	3	2076
полет	3	2077
умирать	3	2078
Толпа	3	2079
права	3	2080
сугробы	3	2081
препон	3	2082
волненья	3	2083
галки	3	2084
ветку	3	2085
Тонули	3	2086
придет	3	2087
дан	3	2088
смел	3	2089
оруженосцы	3	2090
порт	3	2091
дает	3	2092
вбок	3	2093
дорогой	3	2094
разговорах	3	2095
зданья	3	2096
трачу	3	2097
морозный	3	2098
молчанье	3	2099
бурелом	3	2100
кони	3	2101
осенним	3	2102
болот	3	2103
вьюг	3	2104
плошки	3	2105
сонных	3	2106
пахли	3	2107
винной	3	2108
Сумерки	3	2109
окну	3	2110
шепчут	3	2111
рифм	3	2112
сизых	3	2113
ветел	3	2114
внятно	3	2115
спуска	3	2116
холсты	3	2117
бульвара	3	2118
мельницы	3	2119
красок	3	2120
ружья	3	2121
рад	3	2122
стволы	3	2123
свадьбы	3	2124
Вокзал	3	2125
Берега	3	2126
серебро	3	2127
железных	3	2128
случае	3	2129
Вечерело	3	2130
любит	3	2131
поездах	3	2132
прячется	3	2133
песню	3	2134
обе	3	2135
гуденье	3	2136
столбняк	3	2137
озера	3	2138
трамваев	3	2139
Ночи	3	2140
мчатся	3	2141
помнит	3	2142
Привстал	3	2143
Блеск	3	2144
Гул	3	2145
великого	3	2146
сор	3	2147
исподлобья	3	2148
понимал	3	2149
Влетает	3	2150
Языком	3	2151
разлучить	3	2152
прелести	3	2153
экипажи	3	2154
Матрос	3	2155
рояль	3	2156
Последних	3	2157
Гром	3	2158
черт	3	2159
смолкло	3	2160
пальцами	3	2161
спины	3	2162
Спит	3	2163
упасть	3	2164
нога	3	2165
стога	3	2166
синь	3	2167
морю	3	2168
помощь	3	2169
пене	3	2170
близь	3	2171
сена	3	2172
рассказ	3	2173
неслась	3	2174
настолько	3	2175
звездой	3	2176
зовет	3	2177
раза	3	2178
синева	3	2179
хутор	3	2180
креп	3	2181
поднять	3	2182
романа	3	2183
Несло	3	2184
Дышат	3	2185
Вошли	3	2186
тупика	3	2187
Месяц	3	2188
полною	3	2189
казармы	3	2190
Плеск	3	2191
Час	3	2192
похож	3	2193
пустое	3	2194
невдалеке	3	2195
бить	3	2196
быстро	3	2197
славе	3	2198
грехи	3	2199
живых	3	2200
спиной	3	2201
медлил	3	2202
Идущих	3	2203
разных	3	2204
ламп	3	2205
театру	3	2206
нарыв	3	2207
бродит	3	2208
Тени	3	2209
чувства	3	2210
несла	3	2211
минуя	3	2212
колпак	3	2213
молотьбы	3	2214
пыльный	3	2215
стиха	3	2216
тишине	3	2217
примет	3	2218
поляне	3	2219
гавань	3	2220
тонет	3	2221
бреду	3	2222
шепчет	3	2223
шара	3	2224
жаркой	3	2225
яме	3	2226
адрес	3	2227
ползет	3	2228
лестниц	3	2229
уют	3	2230
мерещится	3	2231
болезнь	3	2232
Высокая	3	2233
парами	3	2234
ощупь	3	2235
ваших	3	2236
земного	3	2237
ручей	3	2238
чуден	3	2239
тиши	3	2240
какую	3	2241
запахом	3	2242
обеих	3	2243
Идет	3	2244
двум	3	2245
прозы	3	2246
зеркало	3	2247
ушей	3	2248
стыдно	3	2249
входят	3	2250
изо	3	2251
Грозой	3	2252
замертво	3	2253
тротуаре	3	2254
руками	3	2255
мраке	3	2256
Вслед	3	2257
Грозил	3	2258
берет	3	2259
парит	3	2260
праздник	3	2261
жив	3	2262
месяцы	3	2263
витрин	3	2264
стуча	3	2265
Губы	3	2266
долгий	3	2267
бровь	3	2268
чайной	3	2269
семь	3	2270
песне	3	2271
духу	3	2272
тайны	3	2273
словом	3	2274
правде	3	2275
прудов	3	2276
похоже	3	2277
оконной	3	2278
уходят	3	2279
канитель	3	2280
вынести	3	2281
пустые	3	2282
пахнут	3	2283
мухи	3	2284
крыше	3	2285
Платки	3	2286
вывески	3	2287
единой	3	2288
Смотрит	3	2289
соли	3	2290
дню	3	2291
вырваться	3	2292
пустынно	3	2293
жажде	3	2294
работе	3	2295
Уносятся	3	2296
октября	3	2297
елью	3	2298
виден	3	2299
лап	3	2300
ножа	3	2301
ходит	3	2302
серых	3	2303
дотла	3	2304
разному	3	2305
казначей	3	2306
целиком	3	2307
беге	3	2308
спасибо	3	2309
осыпает	3	2310
градом	3	2311
Блок	3	2312
булыжник	3	2313
льды	3	2314
вокзала	3	2315
первая	3	2316
больно	3	2317
дорожки	3	2318
оттиск	3	2319
ведет	3	2320
делом	3	2321
декабрь	3	2322
болен	3	2323
летят	3	2324
обратно	3	2325
смеркалось	3	2326
раскаты	3	2327
Ночное	3	2328
лучших	3	2329
занятий	3	2330
прутья	3	2331
грезит	3	2332
машет	3	2333
жестокий	3	2334
ганских	3	2335
репейник	3	2336
рельсам	3	2337
Остался	3	2338
полдни	3	2339
театре	3	2340
известно	3	2341
дед	3	2342
зимний	3	2343
балкон	3	2344
концы	3	2345
Наступает	3	2346
гибель	3	2347
слободы	3	2348
рцы	3	2349
громыхали	3	2350
привык	3	2351
поздний	3	2352
Поверх	3	2353
заботясь	3	2354
гаснут	3	2355
немой	3	2356
Ползут	3	2357
пюпитр	3	2358
Мгла	3	2359
свел	3	2360
горлу	3	2361
Тоски	3	2362
знали	3	2363
жаркие	3	2364
Входили	3	2365
снастей	3	2366
Века	3	2367
краем	3	2368
власти	3	2369
ста	3	2370
тайне	3	2371
верб	3	2372
ушел	3	2373
Волны	3	2374
Определение	3	2375
сцену	3	2376
наполовину	3	2377
павой	3	2378
мусор	3	2379
поединок	3	2380
полете	3	2381
клубы	3	2382
пулю	3	2383
буфет	3	2384
Клянемся	3	2385
пригород	3	2386
бьют	3	2387
крысы	3	2388
людей	3	2389
раскат	3	2390
оставалось	3	2391
перст	3	2392
забот	3	2393
Стояли	3	2394
богу	3	2395
Вставали	3	2396
сказочной	3	2397
фарс	3	2398
Годы	3	2399
Стоял	3	2400
ведут	3	2401
гнездо	3	2402
Артиллерист	3	2403
Воды	3	2404
Свистки	3	2405
лепечет	3	2406
Сырой	3	2407
висят	3	2408
подошв	3	2409
плечи	3	2410
